Query,Response,language,intent,Response_DE,Response_TA
Can I get a loan for home renovation?,"Yes, we offer loans for home renovation. Apply online or visit a branch to speak with a loan officer about your options.",en,unknown,"Ja, wir bieten Kredite für die Renovierung von Heim.Bewerben Sie sich online oder besuchen Sie eine Filiale, um mit einem Kreditsachen über Ihre Optionen zu sprechen.","ஆம், வீட்டு புதுப்பிப்புக்கு நாங்கள் கடன்களை வழங்குகிறோம்.உங்கள் விருப்பங்களைப் பற்றி கடன் அதிகாரியுடன் பேச ஆன்லைனில் விண்ணப்பிக்கவும் அல்லது ஒரு கிளையைப் பார்வையிடவும்."
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 7.6%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 7,6%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 7.6%ஆகும்.
எனது கணக்கு விருப்பங்களை எவ்வாறு புதுப்பிப்பது?,Update your account options by logging in to your online bank account and going to the 'Settings' or 'Options' section.,ta,unknown,,உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைந்து 'அமைப்புகள்' அல்லது 'விருப்பத்தேர்வுகள்' பிரிவுக்குச் செல்வதன் மூலம் உங்கள் கணக்கு விருப்பங்களை புதுப்பிக்கவும்.
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 9.6%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 9,6%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 9.6%ஆகும்.
Kann ich eine Kopie meines Kontovertrags erhalten?,Request a copy of your account contract by contacting yourself via our online banking portal or accessing your account documents.,de,unknown,"Fordern Sie eine Kopie Ihres Kontovertrags an, indem Sie sich über unser Online -Banking -Portal kontaktieren oder auf Ihre Kontodokumente zugreifen.",
ஒரு வணிகத்திற்கான கடன் பெற முடியுமா?,"Yes, we offer business loans.Apply online to discuss your business credit options with a credit officer or visit a branch.",ta,unknown,,"ஆம், நாங்கள் வணிக கடன்களை வழங்குகிறோம். கடன் அதிகாரியுடன் உங்கள் வணிக கடன் விருப்பங்களைப் பற்றி விவாதிக்க ஆன்லைனில் விண்ணப்பிக்கவும் அல்லது ஒரு கிளையைப் பார்வையிடவும்."
What are the benefits of having a premium account?,"Premium accounts offer additional benefits such as higher interest rates, lower fees, and exclusive services. Please check our website for more details.",en,unknown,"Premium -Konten bieten zusätzliche Vorteile wie höhere Zinssätze, niedrigere Gebühren und exklusive Dienstleistungen.Bitte überprüfen Sie unsere Website für weitere Informationen.","பிரீமியம் கணக்குகள் அதிக வட்டி விகிதங்கள், குறைந்த கட்டணம் மற்றும் பிரத்யேக சேவைகள் போன்ற கூடுதல் நன்மைகளை வழங்குகின்றன.மேலும் விவரங்களுக்கு எங்கள் வலைத்தளத்தைப் பார்க்கவும்."
How do I apply for a personal line of credit?,Apply for a personal line of credit by visiting our website or a branch to complete the application process with a loan officer.,en,unknown,"Beantragen Sie eine persönliche Kreditlinie, indem Sie unsere Website oder eine Filiale besuchen, um das Antragsverfahren mit einem Kreditsachen abzuschließen.",கடன் அதிகாரியுடன் விண்ணப்ப செயல்முறையை முடிக்க எங்கள் வலைத்தளம் அல்லது ஒரு கிளையைப் பார்வையிடுவதன் மூலம் தனிப்பட்ட கடன் வரிக்கு விண்ணப்பிக்கவும்.
Kann ich meine persönlichen Daten online aktualisieren?,"Yes, you can update your personal data such as address or telephone number by registering in your online banking account and accessing the ""Profile"" section.",de,unknown,"Ja, Sie können Ihre persönlichen Daten wie Adresse oder Telefonnummer aktualisieren, indem Sie sich in Ihrem Online -Banking -Konto anmelden und auf den Abschnitt ""Profil"" zugreifen.",
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 6.0%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 6,0%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 6.0%ஆகும்.
Wie aktualisiere ich meine Kontoeinstellungen?,"Update your account settings by registering in your online banking account and navigating to the ""Settings"" or ""Settings"" section.",de,unknown,"Aktualisieren Sie Ihre Kontoeinstellungen, indem Sie sich in Ihrem Online -Banking -Konto anmelden und zu dem Abschnitt ""Einstellungen"" oder ""Einstellungen"" navigieren.",
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 5.9%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 5,9%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 5.9%ஆகும்.
What is the interest rate for a debtconsolidation loan?,The current interest rate for a debtconsolidation loan is 10.9%.,en,loan_info,"Der aktuelle Zinssatz für ein Schuldenkonsolidierungsdarlehen beträgt 10,9%.",கடன் ஒருங்கிணைப்பு கடனுக்கான தற்போதைய வட்டி விகிதம் 10.9%ஆகும்.
What is the interest rate for a homeimprovement loan?,The current interest rate for a homeimprovement loan is 16.4%.,en,loan_info,"Der aktuelle Zinssatz für ein Hausverbesserungsdarlehen beträgt 16,4%.",வீட்டு மேம்பாட்டுக் கடனுக்கான தற்போதைய வட்டி விகிதம் 16.4%ஆகும்.
What is the interest rate for a medical loan?,The current interest rate for a medical loan is 16.0%.,en,loan_info,"Der aktuelle Zinssatz für ein medizinisches Darlehen beträgt 16,0%.",மருத்துவ கடனுக்கான தற்போதைய வட்டி விகிதம் 16.0%ஆகும்.
