Query,Response,language,intent
What are your current interest rates for savings accounts?,Please visit our website or contact customer service for the most up-to-date information on interest rates for savings accounts.,en,unknown
About placement,"To know about placement visit <a target=""_blank"" href=""PLACEMENT INFORMATION LINK FROM YOUR UNIVERSITY WEBSITE IF THEY HAVE"">here</a>",en,placement
How do I update my account preferences?,Update your account preferences by logging into your online banking account and navigating to the 'Settings' or 'Preferences' section.,en,unknown
Have a Good day,Sad to see you go :(,en,goodbye
எனது அடமான பயன்பாட்டில் நான் எவ்வாறு உதவி பெற முடியும்?,"உங்கள் அடமான விண்ணப்பத்தின் உதவிக்கு, எங்கள் அடமானத் துறையைத் தொடர்பு கொள்ளுங்கள் அல்லது கடன் அதிகாரியுடன் பேச ஒரு கிளையைப் பார்வையிடவும்.",ta,unknown
Was sind Ihre Gebühren für Überziehungsschutz?,Die Gebühren für den Überziehungsschutz variieren. Weitere Informationen finden Sie in unserem Gebührenplan auf unserer Website oder wenden Sie sich an den Kundendienst.,de,unknown
how tall is UNI's College of Engineering college building,My College has total 2 floors ,en,floors
where is college located,"<a target=""_blank"" href=""ADD YOU GOOGLE MAP LINK HERE""> here</a>",en,location
events organised,"For event detail visit <a target=""_blank"" href=""ADD YOUR FUNCTIONS LINK OR YOUR OWN RESPONSE""> here</a>",en,event
tell me about events,"For event detail visit <a target=""_blank"" href=""ADD YOUR FUNCTIONS LINK OR YOUR OWN RESPONSE""> here</a>",en,event
எனது கணக்குகளுக்கு இடையில் தொடர்ச்சியான பரிமாற்றத்தை அமைக்க முடியுமா?,"ஆம், உங்கள் ஆன்லைன் வங்கி கணக்கில் உள்நுழைந்து, 'பரிமாற்ற நிதிகள்' கீழ் பரிமாற்றத்தை திட்டமிடுவதன் மூலம் தொடர்ச்சியான பரிமாற்றத்தை அமைக்கலாம்.",ta,unknown
Wie kann ich einen Kredit beantragen?,"Um ein Darlehen zu beantragen, besuchen Sie unsere Website und füllen Sie das Online -Bewerbungsformular aus oder besuchen Sie eine unserer Filialen, um mit einem Kreditsachen zu sprechen.",de,unknown
Kann ich eine Kopie meines Kontovertrags erhalten?,"Fordern Sie eine Kopie Ihres Kontovertrags an, indem Sie sich über unser Online -Banking -Portal kontaktieren oder auf Ihre Kontodokumente zugreifen.",de,unknown
இழந்த அல்லது திருடப்பட்ட டெபிட் கார்டை நான் எவ்வாறு புகாரளிப்பது?,எங்கள் வாடிக்கையாளர் சேவையை 1-800-123-4567 அல்லது எங்கள் மொபைல் பயன்பாடு மூலம் அழைப்பதன் மூலம் இழந்த அல்லது திருடப்பட்ட டெபிட் கார்டை உடனடியாக புகாரளிக்கவும்.,ta,unknown
canteen,Our university has canteen with variety of food available,en,canteen
second year scholarship,"Many government scholarships are supported by our university. For details and updates visit <a target=""_blank"" href=""(SCHOLARSHIP DETAILS LINK)"">here</a>",en,scholarship
what is the fee of each semester,"For Fee detail visit <a target=""_blank"" href=""LINK""> here</a>",en,fees
working days,College is open 8am-5pm Monday-Saturday!,en,hours
எனது கணக்கு இருப்பை எவ்வாறு சரிபார்க்க முடியும்?,எங்கள் ஆன்லைன் வங்கி போர்டல் அல்லது மொபைல் பயன்பாட்டில் உள்நுழைவதன் மூலம் உங்கள் கணக்கு இருப்பை சரிபார்க்கலாம். ஏடிஎம்மில் உங்கள் இருப்பையும் சரிபார்க்கலாம்.,ta,unknown
வங்கிக் கணக்கைத் திறக்க நான் என்ன வழங்க வேண்டும்?,"நீங்கள் செல்லுபடியாகும் ஐடி, முகவரியின் ஆதாரம் மற்றும் உங்கள் சமூக பாதுகாப்பு எண் அல்லது அதற்கு சமமான அடையாள எண்ணை வழங்க வேண்டும்.",ta,unknown
ragging against,"We are Proud to tell you that our college provides ragging free environment, and we have strict rules against ragging",en,ragging
Do you love me,"I am not program for this, please ask appropriate query",en,random
size of campus,My College has total 2 floors ,en,floors
Bieten Sie Business Banking Services an?,"Ja, wir bieten eine Reihe von Geschäftsbankendienstleistungen an. Bitte besuchen Sie unsere Business Banking -Seite oder wenden Sie sich an einen Vertreter, um weitere Informationen zu erhalten.",de,unknown
your creators,College students,en,creator
Kann ich mehrere Konten für eine einfachere Verwaltung verknüpfen?,"Ja, Sie können mehrere Konten für das einfacheren Management über unsere Online -Banking -Plattform oder mobile App verknüpfen.",de,unknown
காசோலையில் நிறுத்தத்தை நான் எவ்வாறு கோரலாம்?,விருப்பம் கிடைத்தால் எங்கள் வாடிக்கையாளர் சேவையைத் தொடர்புகொள்வதன் மூலம் அல்லது ஆன்லைன் வங்கி மூலம் காசோலையில் நிறுத்தக் கோருங்கள்.,ta,unknown
How do I close my account?,"To close your account, contact customer service or visit a branch to complete the account closure process.",en,unknown
what is the process of admission,"Application can also be submitted online through the Unversity's  <a target=""_blank"" href=""LINK OF ADMISSION DOCUMENT"">website</a>",en,admission
